Page,Price,Type,Beds,Baths,Area,Location
624,"710,000",Apartment,3,4,225 Sq. M.,"Al Shulah, Dammam"
624,"560,000",Apartment,4,3,181 Sq. M.,"Al Shulah, Dammam"
624,"730,000",Apartment,5,5,247 Sq. M.,"Al Shulah, Dammam"
624,"650,000",Apartment,3,3,171 Sq. M.,"Al Shulah, Dammam"
624,"560,000",Apartment,3,3,152 Sq. M.,"Al Wahah, Dammam"
624,"700,000",Apartment,5,3,196 Sq. M.,"Al Manar, Dammam"
624,"730,000",Apartment,5,5,247 Sq. M.,"Al Shulah, Dammam"
624,"685,000",Apartment,5,4,236 Sq. M.,"Al Shulah, Dammam"
624,"1,900,000",Villa,5,5,375 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
624,"4,100,000",Residential Building,N/A,N/A,775 Sq. M.,"Al Waha, North Jeddah, Jeddah"
624,"2,800,000",Villa,18,7,867 Sq. M.,"Abruq Al Rughamah, North Jeddah, Jeddah"
625,"1,500,000",Villa,12,N/A,322 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
625,"595,000",Apartment,5,3,173 Sq. M.,"Al Waha, North Jeddah, Jeddah"
625,"670,000",Apartment,5,3,181 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
625,"1,500,000",Villa,4,3,312 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
625,"1,300,000",Villa,7,5,250 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
625,"900,000",Apartment,3,3,120 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
625,"1,230,000",Villa,9,N/A,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
625,"1,180,000",Villa,4,5,277 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
625,"500,000",Apartment,4,3,145 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
625,"640,000",Apartment,5,3,158 Sq. M.,"Al Fayhaa, North Jeddah, Jeddah"
625,"560,000",Apartment,4,N/A,135 Sq. M.,"Al Manar, North Jeddah, Jeddah"
625,"420,000",Apartment,3,2,99 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
625,"520,000",Apartment,4,2,"12,174 Sq. M.","Al Waha, North Jeddah, Jeddah"
625,"680,000",Apartment,5,4,189 Sq. M.,"Al Fayhaa, North Jeddah, Jeddah"
625,"2,100,000",Villa,8,6,349 Sq. M.,"Al Basatin, Makkah"
625,"1,350,000",Villa,4,2,300 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
625,"550,000",Apartment,4,3,159 Sq. M.,"Al Samer, North Jeddah, Jeddah"
625,"3,000,000",Residential Building,4,3,,"Mishrifah, North Jeddah, Jeddah"
625,"1,500,000",Apartment,7,4,450 Sq. M.,"Al Qryniah, South Jeddah, Jeddah"
625,"3,500,000",Residential Building,6,3,,"Al Hamdaniyah, North Jeddah, Jeddah"
625,"630,000",Apartment,5,3,218 Sq. M.,"Um Assalum, South Jeddah, Jeddah"
625,"530,000",Apartment,2,1,155 Sq. M.,"Um Assalum, South Jeddah, Jeddah"
625,"1,100,000",Villa,5,3,225 Sq. M.,"As safwa, Jeddah"
625,"2,500,000",Villa,7,5,450 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
625,"490,000",Apartment,5,3,140 Sq. M.,"Abruq Al Rughamah, North Jeddah, Jeddah"
626,"1,000,000",Villa,5,4,809 Sq. M.,Bahrah 3
626,"1,700,000",Villa,6,5,312 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
626,"3,000,000",Villa,5,N/A,345 Sq. M.,"Al Basateen, North Jeddah, Jeddah"
626,"1,169,998",Villa,5,5,275 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
626,"920,000",Villa,6,4,200 Sq. M.,"Al Wafa Scheme, North Jeddah, Jeddah"
626,"3,947,000",Residential Building,N/A,N/A,190 Sq. M.,"Al Safa, North Jeddah, Jeddah"
626,"739,000",Apartment,6,3,210 Sq. M.,"Al Waha, North Jeddah, Jeddah"
626,"739,000",Apartment,4,4,210 Sq. M.,"Al Waha, North Jeddah, Jeddah"
626,"2,500,000",Villa,5,5,300 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
626,"4,200,000",Villa,7,4,304 Sq. M.,"Al Khalidiyah, North Jeddah, Jeddah"
626,"1,350,000",Villa,7,5,360 Sq. M.,"Al Frosyah, South Jeddah, Jeddah"
626,"690,000",Apartment,6,3,179 Sq. M.,"Al Waha, North Jeddah, Jeddah"
626,"2,530,000",Villa,7,5,330 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
626,"2,200,000",Villa,7,5,350 Sq. M.,"Al Sanabel, South Jeddah, Jeddah"
626,"1,400,000",Villa,6,4,450 Sq. M.,"Al Qryniah, South Jeddah, Jeddah"
626,"488,000",Apartment,4,3,118 Sq. M.,"Al Waha, North Jeddah, Jeddah"
626,"5,000,000",Villa,7,5,746 Sq. M.,"Al Basateen, North Jeddah, Jeddah"
626,"695,000",Apartment,6,3,211 Sq. M.,"Al Nakheel, North Jeddah, Jeddah"
626,"760,000",Apartment,5,3,159 Sq. M.,"Al Waha, North Jeddah, Jeddah"
626,"275,000",Apartment,2,3,80 Sq. M.,"Al Nuzhah, North Jeddah, Jeddah"
626,"1,300,000",Villa,6,5,300 Sq. M.,"Al Hamdaniyah, North Jeddah, Jeddah"
626,"1,900,000",Villa,11,6,220 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
626,"2,700,000",Villa,4,N/A,290 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
626,"7,000,000",Residential Building,N/A,N/A,576 Sq. M.,"Al Manar, North Jeddah, Jeddah"
626,"3,700,000",Villa,5,N/A,350 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
627,"1,750,000",Villa,5,3,300 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
627,"4,000,000",Villa,3,3,625 Sq. M.,"Al Muhammadiyah, North Jeddah, Jeddah"
627,"2,000,000",Villa,5,4,300 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
627,"2,600,000",Apartment,3,4,215 Sq. M.,"Obhur Al Janoubiyah, North Jeddah, Jeddah"
627,"619,000",Apartment,3,3,156 Sq. M.,"Al Waha, North Jeddah, Jeddah"
627,"1,780,000",Villa,6,4,312 Sq. M.,"Taiba District, North Jeddah, Jeddah"
627,"1,500,000",Villa,7,5,440 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
627,"6,000,000",Villa,7,5,748 Sq. M.,"Al Naim, North Jeddah, Jeddah"
627,"1,700,000",Villa,8,N/A,322 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
627,"1,100,000",Villa,5,4,296 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
627,"650,000",Apartment,5,N/A,250 Sq. M.,"Um Assalum, South Jeddah, Jeddah"
627,"760,000",Apartment,6,N/A,205 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
627,"620,000",Apartment,4,N/A,145 Sq. M.,"Al Nuzhah, North Jeddah, Jeddah"
627,"670,000",Apartment,3,3,150 Sq. M.,"Al Nuzhah, North Jeddah, Jeddah"
627,"650,000",Apartment,4,3,150 Sq. M.,"Al Nuzhah, North Jeddah, Jeddah"
627,"620,000",Apartment,4,4,197 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
627,"370,000",Apartment,4,3,148 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
627,"850,000",Villa,6,3,260 Sq. M.,"Al Manar, North Jeddah, Jeddah"
627,"600,000",Apartment,6,3,238 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
627,"750,000",Apartment,3,2,225 Sq. M.,"Al Rabwa, North Jeddah, Jeddah"
627,"450,000",Apartment,2,N/A,107 Sq. M.,"Al Naseem, North Jeddah, Jeddah"
627,"7,000,000",Villa,16,7,900 Sq. M.,"Al Amir Fawaz Al Janouby, South Jeddah, Jeddah"
627,"2,500,000",Villa,4,5,312 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
627,"3,500,000",Villa,4,5,500 Sq. M.,"Al Muhammadiyah, North Jeddah, Jeddah"
627,"2,200,000",Villa,5,5,312 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
628,"800,000",Apartment,6,3,215 Sq. M.,"Al Manar, North Jeddah, Jeddah"
628,"739,000",Apartment,6,N/A,210 Sq. M.,"Al Waha, North Jeddah, Jeddah"
628,"599,000",Apartment,5,3,154 Sq. M.,"Al Waha, North Jeddah, Jeddah"
628,"2,400,000",Apartment,2,3,125 Sq. M.,"Al Shati, North Jeddah, Jeddah"
628,"530,000",Apartment,4,3,152 Sq. M.,"Um Assalum, South Jeddah, Jeddah"
628,"770,000",Apartment,3,N/A,138 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
628,"870,000",Apartment,3,5,205 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
628,"2,500,000",Apartment,5,N/A,282 Sq. M.,"Al Shati, North Jeddah, Jeddah"
628,"775,000",Apartment,2,4,166 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
628,"850,000",Apartment,6,4,160 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
628,"775,000",Apartment,5,4,166 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
628,"4,000,000",Residential Building,N/A,N/A,775 Sq. M.,"Al Nakheel, North Jeddah, Jeddah"
628,"537,500",Apartment,4,3,123 Sq. M.,"Al Manar, North Jeddah, Jeddah"
628,"874,999",Apartment,5,5,205 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
628,"384,999",Apartment,4,3,133 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
628,"590,000",Apartment,6,3,189 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
628,"1,900,000",Villa,14,6,450 Sq. M.,"Al Salehiyah, North Jeddah, Jeddah"
628,"325,000",Apartment,3,3,98 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
628,"520,000",Apartment,5,3,152 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
628,"1,150,000",Villa,10,5,300 Sq. M.,"Al Frosyah, South Jeddah, Jeddah"
628,"660,000",Apartment,4,3,115 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
628,"210,000",Apartment,2,2,80 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
628,"775,000",Apartment,5,4,166 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
628,"1,280,000",Apartment,6,N/A,389 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
628,"480,000",Apartment,5,3,122 Sq. M.,"Al Waha, North Jeddah, Jeddah"
629,"874,999",Apartment,5,5,205 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
629,"775,000",Apartment,3,4,166 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
629,"880,000",Villa,5,4,415 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
629,"740,000",Apartment,5,4,170 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
629,"520,000",Apartment,5,3,157 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
629,"600,000",Apartment,3,3,120 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
629,"860,000",Villa,5,4,260 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
629,"775,000",Apartment,5,4,166 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
629,"769,998",Apartment,5,4,166 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
629,"740,000",Villa,4,4,240 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
629,"1,100,000",Apartment,4,3,185 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
629,"1,300,000",Apartment,5,4,185 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
629,"875,000",Apartment,3,5,205 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
629,"1,400,000",Villa,11,5,240 Sq. M.,"Al Qryniah, South Jeddah, Jeddah"
629,"875,000",Apartment,6,5,205 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
629,"1,400,000",Villa,7,5,210 Sq. M.,"Al Ajaweed, South Jeddah, Jeddah"
629,"600,000",Apartment,4,3,115 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
629,"510,000",Apartment,2,3,149 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
629,"840,000",Apartment,5,3,200 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
629,"700,000",Apartment,4,3,133 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
629,"770,000",Apartment,6,4,200 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
629,"1,250,000",Villa,8,N/A,300 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
629,"1,180,000",Villa,6,4,450 Sq. M.,"Al Wafa Scheme, North Jeddah, Jeddah"
629,"2,200,000",Residential Building,N/A,N/A,625 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
629,"505,000",Apartment,4,3,132 Sq. M.,"Al Waha, North Jeddah, Jeddah"
630,"490,000",Apartment,4,3,131 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
630,"610,000",Apartment,4,3,150 Sq. M.,"Al Safa, North Jeddah, Jeddah"
630,"405,000",Apartment,3,2,102 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
630,"740,000",Apartment,5,3,166 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
630,"580,000",Apartment,4,3,149 Sq. M.,"Al Safa, North Jeddah, Jeddah"
630,"860,000",Apartment,5,4,260 Sq. M.,"Al Safa, North Jeddah, Jeddah"
630,"560,000",Apartment,4,2,126 Sq. M.,"Al Manar, North Jeddah, Jeddah"
630,"730,000",Apartment,6,4,227 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
630,"560,000",Apartment,4,3,145 Sq. M.,"Al Safa, North Jeddah, Jeddah"
630,"700,000",Apartment,3,3,172 Sq. M.,"Al Manar, North Jeddah, Jeddah"
630,"593,000",Apartment,5,4,215 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
630,"1,150,000",Villa,5,N/A,220 Sq. M.,"Al Frosyah, South Jeddah, Jeddah"
630,"1,230,000",Apartment,5,5,270 Sq. M.,"Al Safa, North Jeddah, Jeddah"
630,"630,000",Apartment,5,4,217 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
630,"1,100,000",Villa,7,4,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
630,"950,000",Apartment,5,4,229 Sq. M.,"Al Manar, North Jeddah, Jeddah"
630,"1,050,000",Villa,5,3,312 Sq. M.,"Al Falah, North Jeddah, Jeddah"
630,"650,000",Apartment,3,3,168 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
630,"820,000",Apartment,6,5,223 Sq. M.,"Taiba District, North Jeddah, Jeddah"
630,"1,350,000",Villa,6,N/A,312 Sq. M.,"Al Falah, North Jeddah, Jeddah"
630,"900,000",Villa,4,3,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
630,"1,100,000",Villa,7,6,312 Sq. M.,"Al Bashaer, North Jeddah, Jeddah"
630,"5,300,000",Villa,6,5,708 Sq. M.,"Al Basateen, North Jeddah, Jeddah"
630,"960,000",Villa,6,N/A,202 Sq. M.,"Al Nuzhah, North Jeddah, Jeddah"
630,"3,300,000",Villa,6,5,525 Sq. M.,"Al Muhammadiyah, North Jeddah, Jeddah"
631,"1,400,000",Villa,8,5,450 Sq. M.,"Al Qryniah, South Jeddah, Jeddah"
631,"1,250,000",Villa,7,6,330 Sq. M.,"Al Hamdaniyah, North Jeddah, Jeddah"
631,"1,400,000",Villa,4,3,312 Sq. M.,"Al Falah, North Jeddah, Jeddah"
631,"1,850,000",Villa,6,N/A,250 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
631,"620,000",Apartment,3,4,217 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
631,"1,069,999",Apartment,5,1,264 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
631,"730,000",Apartment,5,3,166 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
631,"619,999",Apartment,4,4,217 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
631,"709,999",Apartment,5,4,172 Sq. M.,"Al Manar, North Jeddah, Jeddah"
631,"620,000",Apartment,4,3,141 Sq. M.,"Al Manar, North Jeddah, Jeddah"
631,"6,000,000",Residential Building,N/A,N/A,690 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
631,"730,000",Apartment,3,3,166 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
631,"6,000,000",Residential Building,N/A,N/A,600 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
631,"715,000",Apartment,5,N/A,194 Sq. M.,"Al Waha, North Jeddah, Jeddah"
631,"2,200,000",Residential Building,N/A,N/A,500 Sq. M.,"Al Bawadi, North Jeddah, Jeddah"
631,"540,000",Apartment,2,3,130 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
631,"5,500,000",Residential Building,N/A,N/A,526 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
631,"4,500,000",Villa,5,5,785 Sq. M.,"Al Sulaymaniyah, North Jeddah, Jeddah"
631,"4,700,000",Villa,5,5,766 Sq. M.,"Al Sulaymaniyah, North Jeddah, Jeddah"
631,"8,500,000",Villa,5,3,525 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
631,"520,000",Apartment,4,3,128 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
631,"1,550,000",Villa,5,5,312 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
631,"2,500,000",Villa,6,3,593 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
631,"2,000,000",Villa,9,5,375 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
631,"9,000,000",Villa,11,N/A,937 Sq. M.,"Al Murjan, North Jeddah, Jeddah"
632,"7,000,000",Villa,7,5,754 Sq. M.,"Al Murjan, North Jeddah, Jeddah"
632,"2,200,000",Villa,6,4,575 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
632,"740,000",Apartment,5,4,232 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
632,"630,000",Apartment,3,3,160 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
632,"840,000",Apartment,6,4,215 Sq. M.,"Al Safa, North Jeddah, Jeddah"
632,"6,500,000",Residential Building,N/A,N/A,750 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
632,"630,000",Apartment,5,3,161 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
632,"820,000",Apartment,6,4,217 Sq. M.,"Al Bawadi, North Jeddah, Jeddah"
632,"1,450,000",Apartment,5,4,161 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
632,"1,150,000",Apartment,5,4,190 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
632,"1,050,000",Apartment,5,5,149 Sq. M.,"Al Hamraa, Central Jeddah, Jeddah"
632,"750,000",Apartment,3,3,178 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
632,"2,285,000",Villa,6,5,325 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
632,"650,000",Apartment,5,3,164 Sq. M.,"Al Waha, North Jeddah, Jeddah"
632,"650,000",Apartment,3,2,121 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
632,"1,050,000",Apartment,3,2,194 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
632,"555,000",Apartment,4,3,170 Sq. M.,"Al Manar, North Jeddah, Jeddah"
632,"550,000",Apartment,5,N/A,157 Sq. M.,"Taiba District, North Jeddah, Jeddah"
632,"3,600,000",Residential Building,N/A,N/A,690 Sq. M.,"Al Hamdaniyah, North Jeddah, Jeddah"
632,"550,000",Apartment,5,4,165 Sq. M.,"Governmental1, Jeddah"
632,"540,000",Apartment,5,3,157 Sq. M.,"Abruq Al Rughamah, North Jeddah, Jeddah"
632,"1,550,000",Villa,7,5,326 Sq. M.,"Al Hamdaniyah, North Jeddah, Jeddah"
632,"2,100,000",Villa,6,N/A,450 Sq. M.,"Taiba District, North Jeddah, Jeddah"
632,"1,450,000",Villa,7,5,312 Sq. M.,"Al Falah, North Jeddah, Jeddah"
632,"3,650,000",Villa,7,5,625 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
633,"1,300,000",Villa,9,5,231 Sq. M.,"Al Falah, North Jeddah, Jeddah"
633,"1,500,000",Villa,7,4,625 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
633,"490,000",Apartment,2,3,147 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
633,"390,000",Apartment,3,N/A,109 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
633,"660,000",Apartment,5,3,166 Sq. M.,"Al Waha, North Jeddah, Jeddah"
633,"1,600,000",Residential Building,N/A,N/A,400 Sq. M.,"Al Qryniah, South Jeddah, Jeddah"
633,"550,000",Apartment,4,3,124 Sq. M.,"Al Waha, North Jeddah, Jeddah"
633,"450,000",Apartment,4,3,126 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
633,"680,000",Apartment,6,4,202 Sq. M.,"Al Waha, North Jeddah, Jeddah"
633,"560,000",Apartment,4,4,151 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
633,"2,560,000",Residential Building,N/A,N/A,609 Sq. M.,"Al Wafa Scheme, North Jeddah, Jeddah"
633,"533,000",Apartment,4,3,128 Sq. M.,"Al Waha, North Jeddah, Jeddah"
633,"2,950,000",Villa,5,5,700 Sq. M.,"Taiba District, North Jeddah, Jeddah"
633,"460,000",Apartment,4,3,133 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
633,"8,500,000",Villa,6,4,944 Sq. M.,"Al Shati, North Jeddah, Jeddah"
633,"560,000",Apartment,4,2,131 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
633,"520,000",Apartment,4,N/A,128 Sq. M.,"Al Waha, North Jeddah, Jeddah"
633,"485,000",Apartment,2,2,140 Sq. M.,"Al Safa, North Jeddah, Jeddah"
633,"399,000",Apartment,4,3,120 Sq. M.,"Al Tawfiq, North Jeddah, Jeddah"
633,"4,000,000",Villa,11,3,775 Sq. M.,"Al Waha, North Jeddah, Jeddah"
633,"3,000,000",Villa,5,5,504 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
633,"3,700,000",Villa,7,5,624 Sq. M.,"Al Naim, North Jeddah, Jeddah"
633,"2,300,000",Villa,5,5,312 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
633,"4,000,000",Villa,9,5,702 Sq. M.,"Al Naim, North Jeddah, Jeddah"
633,"1,600,000",Villa,4,5,200 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
634,"5,000,000",Villa,5,5,748 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
634,"1,600,000",Villa,4,1,330 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
634,"1,750,000",Villa,6,5,300 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
634,"1,550,000",Villa,3,3,300 Sq. M.,"Al Fadeylah, South Jeddah, Jeddah"
634,"1,350,000",Villa,5,5,300 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
634,"2,000,000",Villa,6,5,300 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
634,"479,999",Apartment,1,3,160 Sq. M.,"Al Rehab, North Jeddah, Jeddah"
634,"450,000",Apartment,1,3,160 Sq. M.,"Al Aziziyah, North Jeddah, Jeddah"
634,"850,000",Apartment,1,3,393 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
634,"580,000",Apartment,5,3,168 Sq. M.,"Al Waha, North Jeddah, Jeddah"
634,"450,000",Apartment,3,3,93 Sq. M.,"Al Waha, North Jeddah, Jeddah"
634,"3,500,000",Villa,7,5,500 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
634,"600,000",Apartment,5,3,204 Sq. M.,"Al Samer, North Jeddah, Jeddah"
634,"580,000",Apartment,5,3,140 Sq. M.,"Al Safa, North Jeddah, Jeddah"
634,"3,500,000",Villa,4,5,625 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
634,"4,000,000",Villa,20,6,621 Sq. M.,"Al Naim, North Jeddah, Jeddah"
634,"650,000",Apartment,6,4,180 Sq. M.,"Al Waha, North Jeddah, Jeddah"
634,"5,000,000",Villa,7,5,660 Sq. M.,"Al Naim, North Jeddah, Jeddah"
634,"550,000",Apartment,4,N/A,130 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
634,"900,000",Villa,6,N/A,224 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
634,"2,000,000",Villa,7,5,600 Sq. M.,"Al Manar, North Jeddah, Jeddah"
634,"570,000",Apartment,5,3,157 Sq. M.,"Al Wadi, South Jeddah, Jeddah"
634,"4,000,000",Villa,4,5,682 Sq. M.,"Al Naim, North Jeddah, Jeddah"
634,"570,000",Apartment,5,N/A,160 Sq. M.,"Al Waha, North Jeddah, Jeddah"
634,"750,000",Apartment,7,5,291 Sq. M.,"Al Bashaer, North Jeddah, Jeddah"
635,"790,000",Apartment,5,N/A,170 Sq. M.,"Al Fayhaa, North Jeddah, Jeddah"
635,"770,000",Apartment,4,3,600 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
635,"5,300,000",Residential Building,11,N/A,546 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
635,"1,550,000",Villa,4,5,260 Sq. M.,"Al Asalah, North Jeddah, Jeddah"
635,"850,000",Apartment,6,N/A,239 Sq. M.,"Al Safa, North Jeddah, Jeddah"
635,"950,000",Apartment,5,4,207 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
635,"670,000",Apartment,5,4,159 Sq. M.,"Al Fayhaa, North Jeddah, Jeddah"
635,"430,000",Apartment,4,3,129 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
635,"630,000",Apartment,5,3,173 Sq. M.,"Al Waha, North Jeddah, Jeddah"
635,"540,000",Apartment,2,3,135 Sq. M.,"Al Waha, North Jeddah, Jeddah"
635,"540,000",Apartment,5,3,165 Sq. M.,"Al Ajwad, North Jeddah, Jeddah"
635,"1,200,000",Villa,5,5,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
635,"1,300,000",Villa,5,5,300 Sq. M.,"Taiba District, North Jeddah, Jeddah"
635,"1,250,000",Villa,3,3,292 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
635,"1,300,000",Villa,11,5,321 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
635,"1,350,000",Villa,6,5,300 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
635,"900,000",Villa,5,4,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
635,"1,050,000",Villa,5,5,220 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
635,"850,000",Villa,5,3,250 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
635,"950,000",Villa,5,5,195 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
635,"780,000",Apartment,1,4,232 Sq. M.,"Al Waha, North Jeddah, Jeddah"
635,"680,000",Apartment,5,3,171 Sq. M.,"Al Woroud, North Jeddah, Jeddah"
635,"850,000",Apartment,6,N/A,215 Sq. M.,"Al Woroud, North Jeddah, Jeddah"
635,"750,000",Apartment,5,N/A,182 Sq. M.,"Al Woroud, North Jeddah, Jeddah"
635,"1,500,000",Apartment,6,4,357 Sq. M.,"Al Woroud, North Jeddah, Jeddah"
636,"750,000",Apartment,5,3,183 Sq. M.,"Al Woroud, North Jeddah, Jeddah"
